class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.508217335,0.32360217,-0.575031638,0.999953449,0.513264298,0.306264251,-0.568629324,0.999944031,0.516770184,0.304183096,-0.568638265,0.999936283,0.519793868,0.301662683,-0.568802178,0.999936342,0.501761854,0.30723983,-0.570052266,0.999932826,0.497670472,0.305491418,-0.57013166,0.999908686,0.493972003,0.303310513,-0.570140004,0.999906123,0.523221672,0.28912437,-0.447074264,0.999898434,0.488508642,0.293251812,-0.45310837,0.999935925,0.514440358,0.333081126,-0.521373749,0.999985099,0.501078248,0.333168536,-0.523478389,0.99997884,0.550801218,0.346146524,-0.302961409,0.999992907,0.459854543,0.341372132,-0.301352441,0.999940097,0.57245326,0.465459496,-0.338997692,0.993515849,0.426539898,0.454089731,-0.325168908,0.983758032,0.518207192,0.490954727,-0.497623593,0.968715072,0.466857433,0.497167677,-0.470047146,0.928560138,0.503688335,0.501958787,-0.543891072,0.925655782,0.482247114,0.50776124,-0.509993553,0.859726369,0.49863869,0.483710825,-0.549540401,0.921920896,0.486189306,0.493022412,-0.523612857,0.849492788,0.503435254,0.476325572,-0.502231359,0.870163977,0.484097958,0.485010833,-0.477779239,0.78331542,0.526100993,0.491637081,-0.0034531,0.999887943,0.477382958,0.488522857,0.003542079,0.999644458,0.528332174,0.678868771,-0.051198024,0.984275997,0.470696211,0.668217063,-0.036797423,0.943026662,0.514487505,0.846736133,0.04064969,0.981756389,0.4791255,0.838443756,0.061043095,0.644807339,0.508377612,0.869054139,0.042517405,0.837462723,0.482123464,0.857861519,0.06421119,0.544291496,0.510943055,0.901328266,-0.097277045,0.966769993,0.475774705,0.892074168,-0.06949456,0.669949532
down,0.486299336,0.401079893,-0.497912467,0.99999696,0.491297632,0.384873569,-0.480601698,0.999993086,0.494317532,0.384164184,-0.480673313,0.999992967,0.497048944,0.38352859,-0.480715603,0.99998945,0.48012656,0.385668576,-0.481059939,0.999994636,0.475888819,0.3854855,-0.481133878,0.999994695,0.472340971,0.385188878,-0.481257588,0.999994457,0.501276851,0.384435922,-0.349294901,0.999986947,0.467541516,0.386679888,-0.358713299,0.999993622,0.491653144,0.415551543,-0.448199898,0.999997139,0.479254872,0.417618513,-0.449560165,0.99999845,0.525711238,0.454402447,-0.259061635,0.999993622,0.444430411,0.464595497,-0.266083807,0.999993861,0.559634984,0.555448949,-0.366930425,0.997556567,0.412571281,0.568138063,-0.382804751,0.992981374,0.511757016,0.563957155,-0.547620893,0.98304379,0.460502803,0.569513261,-0.59875387,0.967632651,0.499331415,0.57337302,-0.589421868,0.950972676,0.472092807,0.574624717,-0.645615995,0.927955389,0.493582904,0.558359802,-0.577141345,0.948854625,0.475259393,0.561419189,-0.631360829,0.916469872,0.495439857,0.554810047,-0.544473112,0.880208313,0.472570598,0.55873996,-0.595374703,0.837696135,0.509405792,0.606138587,0.008492829,0.999774337,0.464082956,0.600755692,-0.008519762,0.999949098,0.523115516,0.762337565,-0.013601082,0.873796523,0.457953304,0.681999147,-0.374079198,0.980460286,0.515151083,0.703457296,0.411049426,0.220145687,0.471381038,0.838240802,-0.218964383,0.972560167,0.516400039,0.688721001,0.449644089,0.209130675,0.474222034,0.854426265,-0.210018188,0.640520692,0.52246511,0.731173515,0.397894114,0.316468775,0.474345446,0.893480182,-0.350140721,0.957296968
up,0.473179877,0.318511605,-0.571330011,0.999977648,0.477519751,0.302531302,-0.566782415,0.99996525,0.480613947,0.300229758,-0.56678313,0.999962747,0.484226316,0.297468394,-0.566928387,0.999958456,0.466436625,0.304567873,-0.566406369,0.999968529,0.462376207,0.303520381,-0.566497684,0.999963641,0.458452046,0.301684111,-0.566512823,0.999966383,0.490697205,0.283101916,-0.444224298,0.999961019,0.45228225,0.29103449,-0.4423832,0.999975681,0.480719745,0.323760718,-0.516658187,0.999987185,0.466616809,0.326882243,-0.516514659,0.99999094,0.518280089,0.327442825,-0.293623924,0.999984443,0.429687887,0.339883834,-0.294131517,0.99997437,0.556743205,0.44311282,-0.372587144,0.994559228,0.406206429,0.45908764,-0.366107553,0.984738052,0.510343134,0.450247198,-0.594421685,0.973833263,0.453209102,0.47635904,-0.573080182,0.938175142,0.497986495,0.459184557,-0.649191022,0.929535151,0.467700392,0.481506526,-0.622280121,0.877333522,0.49379006,0.444118589,-0.650175035,0.928147554,0.470777363,0.463555664,-0.62623328,0.8665905,0.495633692,0.439430743,-0.598779261,0.868104041,0.466514438,0.459535688,-0.577718198,0.786088943,0.502095938,0.487055004,-0.001215561,0.999544561,0.452324957,0.490183294,0.001316712,0.999787509,0.506820858,0.67138356,-0.03757327,0.939757586,0.462064564,0.673039258,-0.027141234,0.972483516,0.508287907,0.842619181,0.071484372,0.588317513,0.474664748,0.840753496,0.085001901,0.970354974,0.504862309,0.866569161,0.074729793,0.547105134,0.477622658,0.863688231,0.088990375,0.729886591,0.50740099,0.901552916,-0.071337365,0.64965564,0.478179693,0.895843267,-0.052775104,0.951343775
down,0.499798864,0.437402695,-0.522496343,0.999930263,0.503089309,0.421467125,-0.507030368,0.999909461,0.505793869,0.419787586,-0.507085383,0.999891281,0.508449316,0.417815089,-0.507172763,0.999888361,0.494053066,0.422409475,-0.506029725,0.999894023,0.490089118,0.421477199,-0.506066561,0.999862254,0.486148447,0.420307279,-0.505938411,0.999874294,0.5113765,0.409844667,-0.397813708,0.999797583,0.478521198,0.415957689,-0.39675504,0.999863148,0.503671467,0.446414024,-0.468376726,0.999965131,0.493287981,0.448514402,-0.466749847,0.999930382,0.535285473,0.46694994,-0.278333604,0.999987364,0.452727556,0.475018442,-0.279855758,0.99988097,0.568963408,0.567342341,-0.374030411,0.993464351,0.424144924,0.581671894,-0.317213774,0.995032549,0.521712303,0.589125335,-0.553673148,0.970202744,0.470822632,0.602885664,-0.446426809,0.969332397,0.509948552,0.604198992,-0.598954797,0.92934233,0.483149767,0.614438355,-0.480511338,0.918207824,0.5062536,0.589251041,-0.592342734,0.926608801,0.486699522,0.599913478,-0.478732288,0.914150894,0.508081019,0.584412694,-0.553385675,0.882413983,0.483096689,0.595049202,-0.445459366,0.868788004,0.515158296,0.619361341,-0.01973369,0.999922395,0.471704423,0.627301931,0.020024518,0.999301136,0.513499498,0.677626193,-0.353203624,0.971828699,0.460814178,0.757252514,0.128406972,0.638895869,0.508477449,0.841958463,-0.245407224,0.95530194,0.472059101,0.679958165,0.557604969,0.192716628,0.506579995,0.856644273,-0.240449905,0.570008337,0.475083262,0.66797471,0.598552763,0.256215811,0.502402067,0.904786766,-0.382968158,0.926911712,0.470709652,0.707633376,0.55372721,0.251449317
up,0.492217362,0.253162116,-0.559774041,0.999989569,0.499233633,0.235391319,-0.545261085,0.99998641,0.503537714,0.235193804,-0.545231819,0.999984324,0.5077914,0.235068828,-0.545331538,0.999983132,0.48661536,0.236283496,-0.543814063,0.999984503,0.483512402,0.236471578,-0.543919683,0.999981344,0.479935348,0.236808568,-0.543916583,0.999981701,0.513091683,0.237834185,-0.416560322,0.999967456,0.477934778,0.241275981,-0.411602259,0.999980927,0.500548244,0.271092385,-0.508515716,0.999994993,0.485646307,0.271698743,-0.50740391,0.999991596,0.542838454,0.329452425,-0.293088138,0.999989331,0.451988131,0.328725815,-0.285087049,0.999952793,0.569196343,0.457231224,-0.365922451,0.99586457,0.422133863,0.451106548,-0.356640935,0.990439236,0.514866352,0.472015589,-0.541165411,0.977320671,0.466654301,0.479739875,-0.550684988,0.954209208,0.502303243,0.486199498,-0.589161396,0.942616403,0.480442673,0.493369967,-0.598644435,0.900391042,0.496648967,0.467620671,-0.590343356,0.938732326,0.484425694,0.474891573,-0.599157155,0.888848126,0.500992775,0.46265772,-0.544173956,0.895436764,0.48186937,0.46794337,-0.55362761,0.828294516,0.522838831,0.492322087,-0.003624173,0.999920189,0.472751945,0.490511566,0.003505725,0.999718785,0.522226632,0.677995503,-0.070491746,0.98672837,0.470249593,0.677901804,-0.039365385,0.894719899,0.509828925,0.844057798,0.065430149,0.983023942,0.47888422,0.836323559,0.091885015,0.629977524,0.505579114,0.866351247,0.071281359,0.773457766,0.48302874,0.854797125,0.09765882,0.516812444,0.503761888,0.905693591,-0.075499542,0.963276088,0.474167764,0.891548157,-0.043846238,0.659425914
down,0.491761148,0.412692308,-0.517416298,0.999997616,0.49513793,0.396289021,-0.503702819,0.999993086,0.497828066,0.394846767,-0.503729343,0.999993324,0.500310957,0.393359423,-0.503806949,0.999988139,0.486068159,0.398086548,-0.503922045,0.999995708,0.482296795,0.397845536,-0.503999054,0.999996185,0.478967667,0.397354305,-0.504087389,0.999995768,0.503975987,0.389637083,-0.383056253,0.999984086,0.472662121,0.395540059,-0.385735661,0.999994993,0.496172488,0.424256772,-0.468717188,0.999997973,0.485673726,0.427025318,-0.469682217,0.999998808,0.528635502,0.453152597,-0.277778715,0.999993443,0.449349552,0.460580796,-0.276056111,0.999992788,0.556512117,0.556754231,-0.368203163,0.997460365,0.418012708,0.561290324,-0.369910866,0.991213858,0.510588109,0.565511942,-0.542024851,0.982765615,0.460899115,0.571229041,-0.574385881,0.964062989,0.496759504,0.575325906,-0.584034443,0.952307522,0.471756637,0.578102648,-0.620388985,0.920654833,0.491525412,0.560952783,-0.577135444,0.951364875,0.474666774,0.564960599,-0.611293077,0.91033107,0.494393408,0.556109548,-0.541073382,0.886003792,0.472741932,0.56067282,-0.5730654,0.838253558,0.512124717,0.605514586,0.006833225,0.999769568,0.468720913,0.598641694,-0.006825291,0.999949932,0.526621461,0.763947546,-0.015758909,0.865993857,0.460706413,0.671375692,-0.360451072,0.979680479,0.515826881,0.699694514,0.398058772,0.233692527,0.472303331,0.834240794,-0.212669641,0.969426751,0.514790535,0.68900317,0.436901957,0.223269179,0.475333631,0.850696921,-0.204587489,0.665992558,0.51846087,0.733099282,0.383607328,0.32255131,0.474781364,0.888507843,-0.341140836,0.953816712
down,0.488039821,0.397058189,-0.457338095,0.99999851,0.492529631,0.381059945,-0.440483391,0.999996543,0.495520681,0.38035816,-0.440503269,0.999996483,0.498216808,0.379684657,-0.440562069,0.999994338,0.4821468,0.381905377,-0.441528976,0.999997318,0.478196472,0.38202256,-0.441611946,0.999997556,0.474881232,0.382163584,-0.44169575,0.999997199,0.502808809,0.380607605,-0.324847162,0.999991238,0.469241053,0.384232491,-0.332405627,0.999996245,0.493208468,0.411651611,-0.412527859,0.999998689,0.481374651,0.414038688,-0.41487354,0.999999166,0.527302623,0.460274279,-0.237277269,0.99999404,0.444471747,0.464852989,-0.244373992,0.999991834,0.553718448,0.569868922,-0.323860526,0.997714698,0.41431132,0.572187424,-0.342276752,0.990940571,0.504450977,0.584168434,-0.483507335,0.983959019,0.454146057,0.589751303,-0.539138377,0.963127017,0.490144163,0.596992254,-0.522197306,0.956138849,0.465090662,0.597125053,-0.583377481,0.922646403,0.485521644,0.581842482,-0.510263026,0.955285728,0.467325509,0.581593335,-0.573363721,0.913124561,0.488838613,0.578431308,-0.480103195,0.892904937,0.465257168,0.578257263,-0.537336349,0.83713448,0.509237945,0.612485468,0.008580461,0.999793112,0.464381784,0.606737852,-0.008644131,0.999923468,0.521785676,0.766231954,-0.011135658,0.835372984,0.457389772,0.679480553,-0.380405754,0.97733289,0.515438616,0.697778046,0.396974951,0.244534478,0.467239678,0.844199777,-0.227113158,0.96762836,0.514387429,0.685310602,0.435300678,0.235074639,0.468998373,0.860438704,-0.218257189,0.626970291,0.518353939,0.72060138,0.387757301,0.340271175,0.470617294,0.902501106,-0.359197319,0.950424016
up,0.473467052,0.243216529,-0.572638631,0.999996841,0.477848828,0.224712029,-0.558540463,0.999994993,0.481099665,0.223947361,-0.558532119,0.999994695,0.484330893,0.2232752,-0.558647692,0.999993861,0.466204464,0.226488113,-0.559304476,0.999995708,0.460805893,0.226690829,-0.559401929,0.999995589,0.456951916,0.226730853,-0.559390426,0.999995768,0.487965643,0.224712685,-0.421468437,0.999991953,0.451120764,0.230365187,-0.42555508,0.999994814,0.479119956,0.259590626,-0.517113626,0.999997437,0.465444565,0.260929883,-0.518603921,0.999998152,0.515847862,0.306222945,-0.292410374,0.99998343,0.427189291,0.317306548,-0.287838876,0.99996531,0.553097844,0.422655433,-0.384683877,0.997429848,0.404065996,0.441096634,-0.378744096,0.986937523,0.505069613,0.430320024,-0.61005795,0.986226141,0.451913357,0.448803157,-0.604538381,0.953641653,0.493908972,0.437515438,-0.663872063,0.95926851,0.465906918,0.453454882,-0.656226873,0.903449953,0.488967121,0.423057556,-0.664872706,0.957633972,0.468773305,0.43793118,-0.656322896,0.893291771,0.490654141,0.418368489,-0.613976121,0.91817838,0.464825243,0.433137268,-0.607890487,0.822759151,0.497144133,0.489414334,-0.004562455,0.999499023,0.449081182,0.491202325,0.004483636,0.999623537,0.502415776,0.67678988,-0.023067869,0.953486621,0.458534956,0.677509069,-0.004635944,0.973926663,0.498230517,0.849193156,0.108673692,0.707953513,0.468798459,0.849576056,0.124905191,0.972956359,0.495220602,0.87001276,0.113515101,0.616516411,0.471373945,0.868026555,0.13022618,0.70275718,0.498437226,0.906997144,-0.037492774,0.758948028,0.470128864,0.903224885,-0.014411347,0.954166353
down,0.49375695,0.402272373,-0.425689638,0.999966979,0.498421907,0.387294471,-0.410940975,0.999965131,0.501182437,0.386528641,-0.410940558,0.999959469,0.503621638,0.385837734,-0.411004961,0.999956787,0.487510979,0.387927085,-0.410403192,0.999959707,0.483209074,0.387648851,-0.410497248,0.999950826,0.479694605,0.387164056,-0.410480082,0.999950767,0.506587863,0.386591733,-0.29741627,0.999886155,0.473603636,0.389645815,-0.293982267,0.999943256,0.499115229,0.416477025,-0.381106913,0.999985337,0.486655295,0.418774426,-0.38030383,0.999974728,0.529762805,0.462963074,-0.20863159,0.999988854,0.448946863,0.467866868,-0.201219469,0.99989152,0.566132724,0.556277454,-0.3197833,0.99629277,0.419776678,0.567905962,-0.296458066,0.994659305,0.521405995,0.553291202,-0.526406705,0.979988575,0.467069447,0.564807355,-0.483229697,0.968839705,0.509574592,0.560169995,-0.568667829,0.950763226,0.481496811,0.56950146,-0.518963695,0.921029389,0.505876541,0.544733763,-0.55886656,0.946949661,0.485275269,0.556132615,-0.509387434,0.911336005,0.507754505,0.541806877,-0.524632275,0.903345346,0.480918825,0.552322984,-0.48062247,0.8538571,0.510516584,0.618146777,-0.015343438,0.999895573,0.46616596,0.628302574,0.015536105,0.999196529,0.508813977,0.689694524,-0.356973469,0.980516732,0.455968678,0.769316554,0.050285477,0.778865993,0.500129402,0.844691217,-0.241998792,0.951591194,0.469750941,0.703937769,0.436390817,0.219520822,0.497418404,0.861160278,-0.23586075,0.603953958,0.473215252,0.691209733,0.472865641,0.258727372,0.496695817,0.9065997,-0.365213543,0.907154024,0.473080218,0.728209198,0.432636976,0.26658684
up,0.48048681,0.272561252,-0.585163176,0.999989808,0.486524999,0.253412127,-0.572287917,0.999987245,0.490384519,0.252113849,-0.572276235,0.999985874,0.494024217,0.251199037,-0.572396636,0.999984384,0.472936392,0.253959805,-0.572562635,0.999985814,0.468983829,0.253348172,-0.57266885,0.999983847,0.465841055,0.252989769,-0.572671354,0.999982595,0.497056484,0.250290334,-0.434916645,0.999967337,0.461470544,0.255772114,-0.437151104,0.999982953,0.4880189,0.287253231,-0.528900027,0.99999553,0.472766459,0.290011883,-0.529881954,0.999993742,0.525378823,0.325342119,-0.29634583,0.999991179,0.435239464,0.334933609,-0.295247495,0.999944806,0.561687648,0.440306604,-0.381103575,0.996172547,0.404531538,0.455425054,-0.381780714,0.990466595,0.512390554,0.456857085,-0.606259644,0.979678094,0.448612273,0.473404527,-0.610347748,0.955998719,0.499607623,0.467449486,-0.660670638,0.947963715,0.462469965,0.480697662,-0.663650453,0.904471397,0.493251324,0.452957034,-0.663399041,0.94453311,0.465215832,0.463283747,-0.664934933,0.89290154,0.496335417,0.447661638,-0.611001313,0.902196944,0.463104546,0.458993703,-0.614362359,0.8289361,0.505497992,0.493800193,-0.001806156,0.999821544,0.456780732,0.494426459,0.001748295,0.999535918,0.50201714,0.682406366,-0.016880948,0.986585557,0.460597903,0.680513263,-0.023941642,0.913372517,0.50022471,0.847234964,0.11775285,0.981167674,0.465118796,0.845412672,0.113022134,0.603613198,0.496849716,0.870513558,0.123043559,0.770551085,0.467574358,0.864431679,0.119089223,0.483905166,0.497294337,0.909107804,-0.025578137,0.958802104,0.467994303,0.902127385,-0.028363902,0.630653322
down,0.48040849,0.399250805,-0.489975989,0.999995649,0.484565884,0.383397073,-0.474006653,0.999989331,0.487222731,0.38227281,-0.474026114,0.999989271,0.490208715,0.381133556,-0.474109739,0.999983251,0.474851757,0.384475291,-0.475442559,0.999991119,0.470896006,0.38394025,-0.475510895,0.999991953,0.467093855,0.383727223,-0.475575536,0.99999094,0.493907988,0.380036324,-0.352461964,0.999974966,0.460171878,0.384646177,-0.361892432,0.999985814,0.484793663,0.412572682,-0.441818953,0.999995232,0.47441411,0.414568573,-0.444614828,0.999997437,0.517779052,0.45199737,-0.260873258,0.99999088,0.435751617,0.456414908,-0.255148232,0.999989033,0.544510961,0.557233453,-0.352855295,0.996068776,0.402816206,0.561761498,-0.349981397,0.987008512,0.495528221,0.565869451,-0.516177893,0.98139745,0.446853966,0.569525361,-0.547960699,0.955206037,0.482607692,0.575496674,-0.556552887,0.951179624,0.457554817,0.578063548,-0.591014743,0.906358957,0.476568401,0.558402359,-0.546453059,0.951648235,0.460548639,0.564235508,-0.58156544,0.898354173,0.479930639,0.553514779,-0.513442993,0.896104634,0.458395302,0.558728635,-0.546129286,0.822149754,0.500501931,0.603748202,0.00762687,0.999731004,0.455286801,0.595501184,-0.007690514,0.999906838,0.509258628,0.762574315,-0.011554572,0.826468647,0.453074872,0.690789223,-0.397432774,0.973074198,0.496533245,0.693232358,0.415839672,0.33759293,0.46286121,0.844862342,-0.249724105,0.955977738,0.494213969,0.682878733,0.456061065,0.337526381,0.46355781,0.86555022,-0.240596563,0.625841618,0.496891439,0.721992135,0.40448904,0.466911584,0.467251837,0.900369108,-0.384242505,0.941116393
up,0.465353668,0.24083513,-0.572932601,0.999995768,0.470372587,0.222064465,-0.558104515,0.999991894,0.473749638,0.221388519,-0.558098853,0.999991477,0.477122009,0.220802352,-0.558203101,0.999987781,0.458220303,0.22335127,-0.558419108,0.999993205,0.452834934,0.22339344,-0.558528125,0.999993563,0.448882878,0.223407134,-0.558524728,0.999992847,0.481045008,0.22309342,-0.419251621,0.999985814,0.443853855,0.227598131,-0.421430409,0.999991238,0.471716493,0.256793052,-0.517183423,0.999996901,0.457416534,0.258276373,-0.518161058,0.999998033,0.508344173,0.308462054,-0.29115054,0.999977112,0.419002682,0.317429662,-0.286962003,0.999968052,0.544165969,0.424993515,-0.395672441,0.996986508,0.396211803,0.440608054,-0.390020669,0.989032269,0.497040689,0.424715936,-0.634117246,0.984347284,0.442040682,0.436280072,-0.630261719,0.957086027,0.485733688,0.42932573,-0.689575851,0.95352453,0.456531346,0.439488173,-0.68467176,0.905917585,0.480828822,0.415071458,-0.689644098,0.951230049,0.459357649,0.42475912,-0.682482362,0.894449472,0.482181698,0.411328137,-0.638109922,0.90503937,0.455201864,0.420754671,-0.633059859,0.821443498,0.488433182,0.492322385,-0.005721829,0.999326646,0.439944893,0.491621614,0.005616757,0.999590576,0.491780102,0.679761112,-0.018372117,0.944579065,0.449179173,0.679093361,-0.003627768,0.977016926,0.493809372,0.849140942,0.115500748,0.67024976,0.463670492,0.846305013,0.131504565,0.972415507,0.490804762,0.87190944,0.119950965,0.572780013,0.466663539,0.865802169,0.137129426,0.692670107,0.492441952,0.905567229,-0.034815483,0.719156682,0.465382516,0.901552558,-0.010098119,0.950370431
down,0.486822546,0.394341618,-0.445876777,0.999986827,0.492196321,0.378680557,-0.430460602,0.999987423,0.495007604,0.378030181,-0.430478185,0.999986291,0.497699797,0.377485812,-0.43054232,0.999984324,0.480730683,0.378777653,-0.428597778,0.999983549,0.476927578,0.378320575,-0.428687155,0.999980927,0.473928988,0.37795347,-0.428657472,0.999978542,0.501321673,0.379338115,-0.314550102,0.999964774,0.469949007,0.38156572,-0.305148751,0.999971151,0.493257433,0.408762455,-0.401209921,0.99999392,0.480174869,0.410189092,-0.398737192,0.999985635,0.524459362,0.456618369,-0.227515653,0.999989033,0.445310742,0.4603585,-0.20417814,0.999866664,0.552681863,0.564724624,-0.343655705,0.996699154,0.422630876,0.571692288,-0.29000622,0.993422568,0.512706697,0.550549924,-0.557781637,0.981083155,0.464607179,0.560513854,-0.492312849,0.964527607,0.501933753,0.553610444,-0.600824952,0.952150643,0.477429867,0.561756015,-0.528602481,0.913447082,0.498465478,0.536280394,-0.593865931,0.948154151,0.47950536,0.547494054,-0.521116555,0.903280616,0.500274003,0.533660054,-0.55703795,0.907688916,0.476080835,0.544103086,-0.490943581,0.842902303,0.504493892,0.609873176,-0.019571213,0.999865294,0.460650057,0.617318928,0.019772973,0.999055266,0.502478242,0.687515318,-0.362711132,0.972639561,0.454057783,0.759313822,0.059700064,0.693329811,0.496618211,0.847418129,-0.243422419,0.942575037,0.464406013,0.698159158,0.465005249,0.207577199,0.495179474,0.863141477,-0.237458259,0.502607048,0.466152102,0.68849498,0.503486753,0.243289873,0.48990494,0.908209205,-0.376088083,0.885014296,0.468474865,0.725443363,0.459448278,0.254062265
up,0.475989968,0.31966275,-0.50106585,0.999566376,0.481225014,0.30030328,-0.497440398,0.999431431,0.485315949,0.29801476,-0.497440249,0.999433041,0.48874855,0.29542625,-0.497602284,0.999358714,0.46857214,0.302317709,-0.495737791,0.999299109,0.464529693,0.30110833,-0.495814949,0.999223709,0.460945219,0.29927817,-0.495836794,0.999165595,0.493572414,0.284929901,-0.381059796,0.999051511,0.456721157,0.290456533,-0.373349607,0.999288797,0.48400259,0.328586817,-0.448748738,0.999735117,0.469580799,0.33052215,-0.446804523,0.999538004,0.524136841,0.342157453,-0.246153906,0.999909461,0.435997963,0.345894486,-0.228591293,0.999667764,0.529338956,0.481349945,-0.325521559,0.921683788,0.431086868,0.484637082,-0.321818978,0.949686348,0.488987625,0.445964098,-0.526053727,0.773060381,0.462156624,0.438366532,-0.538064599,0.8749035,0.4807311,0.430638492,-0.570858121,0.687100172,0.467810571,0.421340525,-0.582460344,0.791798949,0.480074108,0.413080424,-0.569195807,0.674401879,0.468115419,0.407800406,-0.582912564,0.773453891,0.482658952,0.417880744,-0.529279053,0.57214582,0.467654645,0.412394941,-0.542764962,0.688957989,0.50842613,0.49366191,-0.013234386,0.999775529,0.462579966,0.488127381,0.01329266,0.998966753,0.49552545,0.672543108,-0.07375253,0.976485193,0.457181543,0.671479642,-0.010820381,0.836818576,0.494924635,0.84578526,0.027593266,0.97109431,0.465745866,0.809249043,0.135156602,0.431253761,0.494365543,0.87281996,0.030554473,0.659558237,0.470324606,0.832855225,0.143232167,0.354506254,0.489411741,0.905329585,-0.109846674,0.936204433,0.462006271,0.863195062,0.027000997,0.473921418
down,0.48152858,0.421116143,-0.510145307,0.999935329,0.484900951,0.403632432,-0.505734563,0.99990499,0.487515509,0.401709139,-0.505707681,0.99990648,0.490211427,0.399889886,-0.505818844,0.999894321,0.47561115,0.406388223,-0.504438221,0.99988991,0.471772492,0.406612813,-0.504491866,0.999881208,0.468186796,0.406554192,-0.504498422,0.999882102,0.493210167,0.395187706,-0.39233464,0.999884427,0.461280167,0.405338407,-0.394353807,0.999871135,0.485792965,0.431121618,-0.461876303,0.999947786,0.475558281,0.436471432,-0.470496118,0.999933839,0.520155191,0.459411442,-0.288757652,0.999958158,0.437922895,0.46648249,-0.30448702,0.999941766,0.533680797,0.58332932,-0.39111197,0.979714632,0.427304119,0.586809218,-0.424193203,0.970088482,0.49082312,0.570637405,-0.560917258,0.924972951,0.459955454,0.564694464,-0.62045157,0.925555468,0.478699595,0.563156724,-0.600446105,0.851087034,0.466790587,0.555427492,-0.664192319,0.866441905,0.47850576,0.545351923,-0.591368794,0.849448919,0.467344671,0.538344681,-0.650541186,0.856121421,0.48170042,0.546428621,-0.559946418,0.73842442,0.466216981,0.538616776,-0.617082179,0.768253028,0.503914595,0.601302147,0.006081537,0.999734461,0.45991832,0.595853448,-0.006069333,0.999827921,0.519398093,0.759443641,-0.01922673,0.911902547,0.451334417,0.680255651,-0.362959594,0.980743706,0.508028865,0.699781835,0.397864819,0.361688077,0.461004734,0.835324109,-0.20637472,0.962170362,0.505540848,0.684795976,0.436234951,0.341996253,0.464204162,0.853877008,-0.196629465,0.763913512,0.505201459,0.735877454,0.383695275,0.482798696,0.464690626,0.886510611,-0.332649648,0.954758108
up,0.476626545,0.236453652,-0.550602317,0.999968946,0.480984151,0.218400866,-0.536111653,0.999960244,0.484168351,0.217915133,-0.536115766,0.999958515,0.487015426,0.217344344,-0.536244154,0.999953151,0.469749868,0.219551906,-0.536383748,0.999961078,0.465318292,0.219986215,-0.53650713,0.999963164,0.460531622,0.220302224,-0.536533713,0.999966979,0.491506666,0.220106661,-0.400087655,0.99993521,0.454281092,0.226782963,-0.401954174,0.999957263,0.482684702,0.252804875,-0.49573651,0.999962211,0.469776571,0.253952295,-0.496572495,0.99996829,0.520787299,0.308451384,-0.271470577,0.999581039,0.431507528,0.318610013,-0.268937171,0.999715209,0.535023332,0.444350898,-0.358123988,0.965541184,0.423703045,0.453973264,-0.363550276,0.961530566,0.4911713,0.423898369,-0.566600025,0.842055738,0.460966021,0.42103821,-0.585146189,0.886017501,0.481674492,0.407736152,-0.612785041,0.711272955,0.468227297,0.404333115,-0.633961082,0.799686968,0.479865551,0.393578768,-0.607940793,0.702883184,0.46618548,0.390966743,-0.628723383,0.780338526,0.482175529,0.397270083,-0.568918407,0.592441201,0.464828074,0.39487806,-0.587163508,0.675437272,0.504753411,0.480701655,-0.003625534,0.998582959,0.456458747,0.480412126,0.003536372,0.998940706,0.501051664,0.670025647,-0.045553543,0.949882627,0.457977593,0.670742035,-0.01895096,0.966512561,0.498265415,0.838772357,0.10036727,0.778500855,0.464202702,0.839768529,0.119030431,0.965874672,0.49509415,0.861771286,0.107167542,0.603562117,0.467166007,0.860382617,0.125345796,0.674810708,0.498310417,0.901189864,-0.04338444,0.806653321,0.469384134,0.896117508,-0.0234685,0.943811178
