class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.530184805,0.288854331,0.004373933,0.999996185,0.525179565,0.274468601,0.017508982,0.999996901,0.524461031,0.274367124,0.017518342,0.999996305,0.523624539,0.274289668,0.017500596,0.999996543,0.523901343,0.274364442,-0.011410579,0.999995589,0.522483647,0.274162829,-0.011457818,0.999996126,0.52094698,0.274063587,-0.011447074,0.999995887,0.51318562,0.280834883,0.091303393,0.99998349,0.511104584,0.281151444,-0.041354243,0.999997795,0.52809912,0.30404526,0.03411185,0.999988616,0.526554167,0.302481025,-0.00395442,0.99998796,0.502112806,0.369461536,0.190601438,0.999943316,0.505494773,0.366098404,-0.118327156,0.999992907,0.528840184,0.470521003,0.092317618,0.206625924,0.536836863,0.47900632,-0.063304916,0.965412021,0.544061303,0.392801076,-0.096449941,0.232724428,0.543170333,0.406512946,0.1649106,0.810573757,0.547053218,0.374137074,-0.117147051,0.22049886,0.547686517,0.379618108,0.180496812,0.694285631,0.543388188,0.372015774,-0.103873909,0.226814225,0.542111993,0.377612889,0.176782876,0.673953474,0.54038465,0.377174914,-0.099048093,0.217511773,0.538606703,0.38593626,0.172216266,0.615722299,0.506807446,0.595316172,0.095678665,0.999975085,0.500656247,0.593353927,-0.095901906,0.999962509,0.583466828,0.690976143,0.110539243,0.89825058,0.455454528,0.75061053,-0.143990099,0.996382594,0.598040402,0.858855188,0.146593183,0.990872383,0.364707559,0.832414567,-0.143114656,0.998659253,0.588154316,0.890264809,0.147517815,0.978841484,0.345874071,0.831630647,-0.143992454,0.981693566,0.641417384,0.887487471,0.123808563,0.986254096,0.363730907,0.902296603,-0.17608352,0.996529639
down,0.53583169,0.394051582,-0.017839829,0.999998152,0.530366063,0.378428429,-0.006005871,0.999998748,0.529395223,0.378237695,-0.005998739,0.999998689,0.528271437,0.378003538,-0.005985525,0.999998391,0.529771566,0.378913254,-0.036638364,0.999998152,0.528504193,0.37904802,-0.036656927,0.999998569,0.527059317,0.379066467,-0.036623172,0.999998152,0.517670453,0.384302109,0.063860737,0.999993205,0.516557813,0.385302693,-0.072106771,0.999999106,0.533269346,0.408013672,0.010271093,0.999993742,0.532230496,0.407613337,-0.029919202,0.999993801,0.504765809,0.473748177,0.159452051,0.99996084,0.510882139,0.469229072,-0.14398621,0.99999541,0.532424867,0.574474156,0.04735402,0.19532083,0.541724801,0.584792852,-0.096221544,0.970221579,0.545131147,0.499958575,-0.173667043,0.270828724,0.549185693,0.506129086,0.118977502,0.793422818,0.549415648,0.479073554,-0.191037849,0.282359332,0.552499652,0.482567549,0.134239763,0.665537059,0.545251071,0.473547995,-0.178255647,0.280456692,0.546384394,0.480600893,0.13554354,0.639046729,0.541382909,0.481282353,-0.175703198,0.264198661,0.543367505,0.490078151,0.128673673,0.594650567,0.515713811,0.689350247,0.090372242,0.999984801,0.507222474,0.69671464,-0.090572745,0.999979079,0.601938069,0.694649279,0.150675565,0.958420873,0.468659788,0.871298909,-0.180750504,0.999054372,0.599512577,0.862751067,0.199111134,0.992935419,0.373080492,0.84663713,-0.142225698,0.998190045,0.588042736,0.892195404,0.203314304,0.984991312,0.355734766,0.826633036,-0.134192482,0.987808883,0.641352296,0.888723433,0.20945029,0.987410069,0.358150423,0.90093708,-0.127999142,0.995057404
up,0.527581096,0.270426154,0.008055449,0.999995768,0.522757232,0.255408168,0.020746652,0.999996781,0.522074521,0.254992276,0.020732721,0.999996245,0.521199524,0.254546672,0.020703036,0.999996483,0.521238565,0.255321264,-0.009427862,0.999995053,0.519600034,0.254921287,-0.009472197,0.999995768,0.517931879,0.25467959,-0.00947116,0.999995291,0.511186957,0.260322124,0.088711344,0.999983013,0.508473754,0.261986107,-0.045007497,0.999997556,0.524929404,0.283685088,0.035771213,0.999988317,0.523362041,0.283448696,-0.003535717,0.999986947,0.500380814,0.349637866,0.184617445,0.999945402,0.501340091,0.342893422,-0.121947065,0.999992073,0.523729503,0.458547562,0.103086993,0.226376504,0.532319844,0.457375258,-0.070216946,0.971138954,0.539891601,0.381690443,-0.075453982,0.259897202,0.540985346,0.382811725,0.141192049,0.851605415,0.543746114,0.357054859,-0.096823141,0.243451014,0.545900166,0.357532084,0.153874546,0.747500539,0.540432334,0.354641497,-0.085355476,0.249227479,0.540694535,0.354106069,0.149338037,0.728102386,0.536843061,0.362061769,-0.078818388,0.238033593,0.536939561,0.363566041,0.147797823,0.665914297,0.503724515,0.571620762,0.093172759,0.999973416,0.490668386,0.567123652,-0.093369119,0.999954939,0.561622977,0.704775214,0.100332439,0.908813775,0.443318039,0.725041091,-0.124563493,0.996614337,0.59769702,0.857714415,0.135424361,0.991397321,0.364722073,0.831877828,-0.120400749,0.998561978,0.58908695,0.886780798,0.135622442,0.979837835,0.346393645,0.839505255,-0.12044324,0.982378721,0.640709817,0.884088278,0.10316813,0.98671937,0.36460793,0.903090417,-0.168275774,0.996360779
down,0.539706349,0.394352794,-0.017290741,0.999997973,0.533845603,0.378971308,-0.00594282,0.999998629,0.532857776,0.378418863,-0.005939837,0.99999851,0.53168577,0.377865255,-0.005941621,0.999998271,0.533345461,0.37942642,-0.035504684,0.999997973,0.532219827,0.379141986,-0.035540991,0.999998271,0.530880511,0.378801346,-0.03550794,0.999997854,0.520972133,0.384592891,0.060691498,0.999992549,0.520115495,0.385807872,-0.072834834,0.999998987,0.537132382,0.408420533,0.00930302,0.999993026,0.535963714,0.409488857,-0.029743904,0.999992847,0.509411454,0.47556597,0.154868394,0.999959648,0.515009522,0.475448608,-0.147903115,0.999994874,0.534727037,0.57917583,0.051259678,0.200505599,0.546652377,0.591431737,-0.095845342,0.971516013,0.548738003,0.511038721,-0.156561241,0.260484099,0.553833246,0.510147154,0.124971032,0.805678606,0.553551018,0.486296386,-0.170721292,0.27054435,0.557596982,0.487089485,0.141028911,0.685767055,0.54859376,0.48300764,-0.159241587,0.269474059,0.550133824,0.48477295,0.141285077,0.662428617,0.545449674,0.492414296,-0.158562005,0.25756067,0.547324181,0.492852241,0.134319395,0.619115114,0.517989516,0.699917197,0.088620096,0.999986112,0.507288098,0.708928883,-0.088798426,0.999979854,0.603313565,0.69478786,0.161135584,0.961093664,0.468834639,0.877933085,-0.176772103,0.999079943,0.600059092,0.864481509,0.210612535,0.993447304,0.373960823,0.844799101,-0.115634441,0.998120785,0.588160336,0.894256532,0.215357855,0.985550463,0.356988072,0.823045194,-0.104654789,0.987421572,0.642553449,0.8885113,0.22950542,0.987958252,0.357334256,0.899392843,-0.085559838,0.994996488
down,0.52035743,0.404830337,-0.25131917,0.999316394,0.525652528,0.390274584,-0.234352678,0.999288738,0.528428912,0.390518069,-0.234379798,0.99932009,0.530836999,0.390872985,-0.234411001,0.999204814,0.51596576,0.390362978,-0.232229069,0.998852313,0.512858689,0.390573174,-0.232263923,0.998553216,0.509803474,0.391206443,-0.232325584,0.998126447,0.536677539,0.399616271,-0.134179145,0.998832285,0.507313788,0.400124401,-0.124578677,0.994725764,0.526930988,0.422391504,-0.213415504,0.999463379,0.515500188,0.422602028,-0.211996004,0.99834162,0.562063873,0.486163467,-0.080773093,0.997511446,0.486703336,0.484992683,-0.078583501,0.992031038,0.569143653,0.579147577,-0.206672758,0.95085305,0.476749182,0.579322159,-0.211481124,0.965407729,0.53977406,0.494475186,-0.370150715,0.937635779,0.505643725,0.493559808,-0.37956214,0.942273557,0.534413099,0.470518827,-0.403053045,0.879107594,0.511216819,0.470630616,-0.408247799,0.867713213,0.534265637,0.46186465,-0.386886686,0.87234956,0.511364102,0.461815715,-0.392706811,0.848885834,0.53478682,0.471153766,-0.366312057,0.812159836,0.511079431,0.470598042,-0.376197189,0.774759769,0.545087934,0.66581732,-0.004807514,0.999049306,0.500790298,0.675687492,0.004947136,0.994047582,0.539940715,0.708041966,-0.341014624,0.981203258,0.50709039,0.803231061,0.026712239,0.763294995,0.526199102,0.870796561,-0.252243608,0.942096889,0.518229842,0.880279183,0.230655462,0.485932589,0.530530572,0.900743604,-0.247262403,0.777676821,0.520927072,0.903663874,0.247513339,0.324915141,0.527484298,0.905571222,-0.37323308,0.947698653,0.521709561,0.933889329,0.141433716,0.490695804
down,0.518859327,0.385463119,-0.208513588,0.999348938,0.523672998,0.371677279,-0.188777,0.999332786,0.526828825,0.371843964,-0.188831523,0.999360323,0.529255629,0.372200519,-0.188864321,0.999233902,0.514415562,0.373069555,-0.186026022,0.998864233,0.511098981,0.373939097,-0.186075404,0.998584151,0.508518875,0.375061333,-0.186096847,0.998151243,0.534450293,0.380934387,-0.08197061,0.998933792,0.505755007,0.384848326,-0.068518966,0.994776368,0.525797069,0.399563164,-0.169978827,0.999542713,0.513963044,0.399925351,-0.166400015,0.99847877,0.560257316,0.468538314,-0.045596089,0.997947812,0.486009508,0.473197848,-0.03411575,0.99211514,0.569263995,0.562419415,-0.191988409,0.960382342,0.476843417,0.56355232,-0.175317451,0.970603287,0.537985444,0.47354275,-0.3589755,0.948807776,0.505004108,0.478813797,-0.342817605,0.951382399,0.531711996,0.453525275,-0.392228335,0.892531097,0.510334313,0.456194997,-0.372233033,0.882996142,0.531601429,0.447928607,-0.372463524,0.886356831,0.510515034,0.448971212,-0.355296314,0.865896285,0.532798648,0.453726739,-0.353968114,0.831312716,0.510141551,0.455588162,-0.339051336,0.797954738,0.545224845,0.66021502,-0.010703967,0.999247193,0.501196563,0.671324134,0.01080255,0.994905412,0.534386039,0.693602324,-0.339469254,0.982685208,0.507500887,0.824389398,0.01881934,0.766439974,0.526473284,0.864934027,-0.192248866,0.93805325,0.517960072,0.853197753,0.358682811,0.466550231,0.525889039,0.887945473,-0.180431843,0.753905177,0.519251704,0.847552598,0.391357094,0.307440758,0.529748976,0.912146926,-0.292445719,0.941962659,0.521936297,0.897757292,0.324030995,0.476856947
up,0.507889628,0.17552793,-0.100028157,0.999759555,0.51309514,0.162370175,-0.080889031,0.999708176,0.516678035,0.162385479,-0.080923811,0.999705315,0.52018851,0.162874609,-0.080958083,0.999695003,0.503603816,0.163715824,-0.078214228,0.999558091,0.501291275,0.164250866,-0.078210905,0.999477863,0.49889946,0.164636582,-0.0782125,0.9994331,0.527437747,0.172922,0.03085565,0.99958086,0.496290445,0.176077351,0.043872215,0.99883312,0.516377032,0.192047074,-0.058001399,0.99977982,0.503356159,0.191006199,-0.054426838,0.999545395,0.556819439,0.267348558,0.064654209,0.999557436,0.475979954,0.276886195,0.078201279,0.998104572,0.567867458,0.363709897,-0.087654665,0.97329706,0.461631358,0.373379856,-0.065365143,0.947789311,0.529086947,0.275063217,-0.262392461,0.969889104,0.493597806,0.273021609,-0.256657451,0.944596112,0.517374277,0.252325833,-0.303917229,0.929953635,0.500959754,0.251382142,-0.293209165,0.878889203,0.518492937,0.244174317,-0.290210724,0.924903989,0.502020001,0.243642643,-0.283019632,0.864129961,0.521511436,0.252393097,-0.261247426,0.887992144,0.501731813,0.251087755,-0.257935613,0.817820847,0.538449824,0.4977853,-0.006477636,0.999633014,0.491894186,0.496406585,0.00656818,0.998788953,0.528112769,0.691212654,-0.04043372,0.98492682,0.496262163,0.688975811,-0.024171341,0.918182373,0.521980762,0.858673692,0.108113669,0.969997108,0.501578212,0.857865632,0.125184104,0.744353354,0.519869566,0.880213916,0.115663305,0.803592741,0.503796399,0.879483461,0.132858098,0.545766711,0.523251772,0.9191342,-0.025524989,0.959638894,0.500114322,0.915636599,-0.001455669,0.760686696
up,0.504437983,0.178207099,-0.093634501,0.999715507,0.509662986,0.165075079,-0.073603883,0.999658644,0.512883544,0.165255651,-0.073648758,0.999661028,0.516123354,0.165746957,-0.073703244,0.999673426,0.499732673,0.165884629,-0.071931146,0.999479353,0.497028053,0.166207552,-0.071930841,0.999395847,0.494301736,0.167271078,-0.071933709,0.999381781,0.523109019,0.174334481,0.040792003,0.999571085,0.490089118,0.177275047,0.048927762,0.998829007,0.512682319,0.192623302,-0.050732981,0.999699473,0.498924434,0.19294402,-0.048573274,0.999442637,0.550108552,0.268185198,0.075057119,0.999616623,0.468414783,0.276560605,0.083964959,0.997984111,0.564259768,0.362246275,-0.077587388,0.972119987,0.456265271,0.370881021,-0.064366654,0.922458351,0.525980592,0.271200806,-0.257309586,0.97014159,0.490292549,0.268644899,-0.264891922,0.917493403,0.514891386,0.248372063,-0.301955968,0.929262221,0.496760309,0.2464194,-0.310602367,0.837489009,0.515510738,0.24074021,-0.287920654,0.924708307,0.497851044,0.240147546,-0.302903354,0.821104288,0.517959714,0.24938181,-0.25670296,0.888105929,0.497503102,0.248613626,-0.268044204,0.770655155,0.53504473,0.49477157,-0.004667107,0.999450564,0.487883747,0.497037292,0.004806655,0.998686075,0.524796367,0.689949512,-0.041995313,0.982932091,0.494548976,0.69122535,-0.028883651,0.935416877,0.520595431,0.863336861,0.090687074,0.972761929,0.499384165,0.864653111,0.11005868,0.829304218,0.519007146,0.884804964,0.096659712,0.798632085,0.501169384,0.886733592,0.116302535,0.583883464,0.523036063,0.922094226,-0.043996911,0.96166271,0.499379814,0.919047773,-0.018608375,0.833485901
down,0.504247069,0.387252212,-0.200459316,0.999845624,0.508725405,0.372549176,-0.181343377,0.999691546,0.511309624,0.372501403,-0.181404516,0.999695897,0.513965726,0.37248981,-0.181441605,0.999634922,0.499696672,0.374273837,-0.1798888,0.999706984,0.496675909,0.375041783,-0.179932982,0.999703169,0.49389863,0.375580966,-0.180047646,0.999689698,0.519291162,0.380033284,-0.084703289,0.999135256,0.490804493,0.383289069,-0.078745559,0.999267638,0.510784686,0.400637776,-0.164887026,0.99972409,0.499794573,0.401456624,-0.163455501,0.999785364,0.547659993,0.464141965,-0.058847927,0.998484313,0.473442852,0.474005222,-0.047750928,0.999214768,0.557269394,0.561772048,-0.206771374,0.973135233,0.464209259,0.566981137,-0.176265046,0.942050755,0.522066712,0.472094268,-0.350566417,0.973325729,0.49083668,0.478844076,-0.323730052,0.929473758,0.516424298,0.450039089,-0.376700103,0.933606386,0.496575773,0.458262682,-0.352371156,0.837275624,0.516299665,0.443674922,-0.35628897,0.930779338,0.49713096,0.451706409,-0.33254692,0.82046926,0.517184377,0.451268822,-0.344691515,0.878745615,0.496765047,0.45772624,-0.318728626,0.750173032,0.540787816,0.65951544,0.006419186,0.999121368,0.496933848,0.649198472,-0.006493478,0.99966085,0.546178401,0.818937838,-0.0070449,0.917358458,0.494770855,0.677608669,-0.363790393,0.986794472,0.544060409,0.834524393,0.313801646,0.680944681,0.497112274,0.868528664,-0.279293776,0.975870192,0.536055207,0.832762837,0.344559103,0.51057601,0.500605941,0.89371407,-0.273285955,0.796495795,0.544820487,0.86725682,0.290712625,0.737502038,0.499657959,0.903837442,-0.396612644,0.970126927
down,0.507734656,0.411142737,-0.119669937,0.999758065,0.512325406,0.396646112,-0.099967249,0.999575973,0.514611065,0.396684736,-0.100032106,0.99956733,0.517375827,0.396848977,-0.100054637,0.999521315,0.503444791,0.398050278,-0.098517865,0.999662042,0.49997434,0.399042845,-0.098560676,0.999669671,0.497168005,0.400259048,-0.098677233,0.999663234,0.522406042,0.404705554,-0.010030983,0.998885214,0.493966013,0.408771694,-0.003197705,0.999265969,0.513994813,0.425854355,-0.087386519,0.999615014,0.503182828,0.426368505,-0.08577086,0.999770045,0.55161649,0.489374846,-0.006682102,0.998373926,0.477859169,0.497794986,0.015840994,0.999364614,0.559902608,0.57972455,-0.151966974,0.97201556,0.468722284,0.58758086,-0.120689809,0.938411415,0.526413381,0.497118592,-0.280170381,0.974195004,0.494782299,0.502543807,-0.260109276,0.935652792,0.520573199,0.475660235,-0.304359913,0.93634069,0.500772834,0.481531143,-0.286906153,0.849747717,0.5202775,0.468423128,-0.282777339,0.933945239,0.500929594,0.474852234,-0.265504777,0.832579672,0.5211519,0.47649461,-0.273602426,0.882996142,0.500697315,0.481133431,-0.254385769,0.767201006,0.544751227,0.688328326,0.000719383,0.999175489,0.500026882,0.673797548,-0.000708751,0.999767959,0.549600244,0.85615927,-0.05022385,0.887336791,0.495961964,0.679801702,-0.32580331,0.982604146,0.530694842,0.833942652,0.274388611,0.479052663,0.498647273,0.866251469,-0.223422676,0.964596331,0.525925875,0.829705954,0.30794847,0.364897341,0.501339078,0.890945971,-0.212927103,0.733058989,0.526410401,0.865161717,0.274900138,0.542937517,0.50007695,0.904821038,-0.30945617,0.957669854
down,0.5096457,0.416747272,-0.098206297,0.999619007,0.514143765,0.401984394,-0.078752123,0.999404967,0.516541481,0.402075887,-0.078815296,0.999367058,0.519321442,0.402335733,-0.07883741,0.999360681,0.504956305,0.402843803,-0.077742085,0.999592781,0.50160104,0.403485954,-0.077777497,0.999606788,0.49885121,0.40432629,-0.077885866,0.999616504,0.524870098,0.410859793,0.00872294,0.998492241,0.496060371,0.414625436,0.013197081,0.999196827,0.516408265,0.434141546,-0.066920109,0.999366283,0.505515814,0.434864849,-0.066005163,0.999705613,0.552755058,0.497088194,0.011147236,0.997971833,0.479296446,0.502007961,0.027703833,0.999454856,0.559579253,0.585292459,-0.132990807,0.970967472,0.470375925,0.592357874,-0.104651369,0.93348676,0.528557897,0.504541874,-0.254699469,0.976195514,0.496332973,0.509272337,-0.233634979,0.938081682,0.523017049,0.480866402,-0.277422071,0.940924227,0.501751781,0.487341255,-0.257466733,0.855062664,0.522935688,0.472441554,-0.25435549,0.938291132,0.501949668,0.479086339,-0.237787873,0.837048948,0.523670137,0.482338965,-0.247463539,0.891601503,0.501829207,0.487206578,-0.228205442,0.777557254,0.545111537,0.694673181,-0.001228463,0.999145627,0.500582635,0.68266207,0.001243695,0.999849021,0.549768925,0.861821771,-0.04255959,0.859965086,0.496281624,0.679584026,-0.309978545,0.97647959,0.533485055,0.834199429,0.263958663,0.305892944,0.499391466,0.866549909,-0.243522614,0.938791871,0.52925688,0.824774265,0.294811726,0.237390906,0.501278162,0.893224955,-0.236498311,0.655492961,0.529742837,0.861326575,0.26648739,0.362598985,0.498885244,0.906482458,-0.326272368,0.931119859
up,0.494537055,0.190348431,-0.090832457,0.999815166,0.49937734,0.175758451,-0.071270086,0.999717414,0.502547681,0.175258175,-0.071309842,0.999702394,0.505560935,0.175328091,-0.071363524,0.999684691,0.489808738,0.176898181,-0.070875667,0.999684453,0.486627281,0.17682752,-0.07087253,0.999643385,0.484162003,0.17744258,-0.070865862,0.999651253,0.510307491,0.183148474,0.043438699,0.999519467,0.480956256,0.186601982,0.046255048,0.999432027,0.502316594,0.205692559,-0.047154464,0.999761641,0.489646912,0.206836715,-0.046582401,0.99977982,0.538480639,0.273887306,0.081130184,0.99920845,0.461334229,0.277476013,0.07772366,0.999200106,0.556310892,0.371094048,-0.075253733,0.981179297,0.450522244,0.371200293,-0.06585446,0.954319835,0.51725173,0.279626369,-0.257375062,0.981078148,0.482686281,0.281428576,-0.248149723,0.952262163,0.508676887,0.252282172,-0.299840689,0.946456194,0.490067005,0.258548707,-0.29128173,0.885678887,0.508874536,0.243879318,-0.285501152,0.942354143,0.489806265,0.248807296,-0.281467646,0.87223196,0.510734379,0.254762471,-0.256235123,0.909566104,0.489337742,0.256377637,-0.249449328,0.82373929,0.526335895,0.497505605,-0.000643074,0.999159157,0.481362909,0.501919568,0.000817476,0.999455035,0.527405679,0.691090703,-0.038716953,0.967872739,0.486417532,0.695095122,-0.029016241,0.98672998,0.528492212,0.855873287,0.106200084,0.840937495,0.499762058,0.859284699,0.111536838,0.978615761,0.525338292,0.879109621,0.113652252,0.677718341,0.505579591,0.879270494,0.118295312,0.772774994,0.53247118,0.911618352,-0.02030834,0.850454807,0.495831728,0.916406393,-0.014741756,0.96753788
up,0.498857021,0.187684476,-0.089401647,0.999824822,0.502896726,0.172690287,-0.069316931,0.999754071,0.506280065,0.172543794,-0.069357038,0.999741852,0.508717537,0.17274195,-0.069408134,0.999734938,0.493054569,0.173492596,-0.068673663,0.999703109,0.489719242,0.173596546,-0.068668872,0.999659956,0.486372381,0.174272224,-0.068657026,0.999670029,0.513602853,0.180368587,0.045515381,0.999622762,0.482367694,0.182998061,0.049229033,0.999498367,0.50696665,0.201690421,-0.046033032,0.999785841,0.493903309,0.203326494,-0.045150798,0.999771714,0.544531465,0.27266565,0.08264634,0.999415755,0.464271158,0.278117359,0.077790782,0.999131858,0.559842706,0.369272262,-0.079751149,0.982003808,0.453606457,0.372606665,-0.07233303,0.951861501,0.521908581,0.273456037,-0.26559487,0.982720733,0.486856282,0.27846244,-0.260541141,0.95141077,0.514049888,0.248490572,-0.311828673,0.95101136,0.493633837,0.253314793,-0.30512625,0.885982215,0.514053464,0.241386399,-0.294520348,0.947246075,0.493145168,0.246496692,-0.295748413,0.873078167,0.515052795,0.251885206,-0.26417464,0.91799897,0.493128389,0.255376279,-0.262301266,0.826871932,0.527942538,0.496661425,-0.001666903,0.999263704,0.482463509,0.499138385,0.001816141,0.999329329,0.526496589,0.690898001,-0.040513176,0.974252999,0.489412636,0.693295479,-0.023995023,0.982998729,0.527138472,0.861188531,0.112765357,0.889531016,0.500380933,0.860133588,0.119386815,0.976311445,0.524713099,0.882247686,0.12033572,0.736842215,0.505740762,0.879008651,0.126454979,0.759903073,0.529581547,0.916853309,-0.014517349,0.892614305,0.495700359,0.917433858,-0.007981447,0.964883447
up,0.505574226,0.187640235,-0.084975362,0.999827027,0.510020614,0.172065169,-0.065534905,0.999770999,0.512450635,0.17166613,-0.065569997,0.999760568,0.514382839,0.171829715,-0.065611042,0.999761641,0.500183403,0.173318908,-0.063761793,0.999705791,0.496354342,0.173614517,-0.063759573,0.999659002,0.493129343,0.174268082,-0.063749708,0.999672472,0.520342171,0.179972395,0.046227206,0.99967885,0.488022625,0.182956159,0.055118106,0.999516606,0.513165891,0.20160839,-0.042823933,0.999788165,0.50119698,0.203253195,-0.040441941,0.999744833,0.552320004,0.272070885,0.079108469,0.999538839,0.47109589,0.279067278,0.083528057,0.999037981,0.56459111,0.364735961,-0.089289293,0.982380092,0.459583342,0.374983162,-0.070449881,0.951591551,0.525866151,0.269635856,-0.278917491,0.98448205,0.48942861,0.276549637,-0.262119293,0.952139795,0.518347323,0.245723382,-0.326044232,0.956080973,0.495714277,0.250685155,-0.306195796,0.888097048,0.518486023,0.238176286,-0.309062898,0.952669263,0.495619625,0.243457988,-0.295546055,0.875668526,0.519419014,0.248264223,-0.277526528,0.92669183,0.496201426,0.25229907,-0.263370574,0.832044184,0.534515798,0.496714473,-0.002409835,0.999339521,0.488705784,0.498380065,0.002538543,0.999267697,0.527161419,0.69143337,-0.040511601,0.978053689,0.49132219,0.693124115,-0.025647413,0.980067253,0.52610147,0.862039804,0.10546533,0.920641541,0.500330508,0.862913966,0.113324419,0.973426044,0.523223042,0.881801248,0.113334455,0.768534839,0.504840493,0.879957318,0.12002404,0.738012671,0.528939843,0.915930331,-0.020647351,0.919322371,0.495729357,0.919022143,-0.014618265,0.960852742
down,0.525592744,0.394627422,-0.258487523,0.999548197,0.530642688,0.381444335,-0.241912156,0.999537408,0.533437729,0.38153398,-0.241956189,0.999569237,0.536224902,0.381703138,-0.242001265,0.999478638,0.521260798,0.382369071,-0.239349574,0.999286354,0.518056333,0.383213639,-0.239420325,0.999144435,0.515346885,0.384099752,-0.239492446,0.998908699,0.541200697,0.390765131,-0.142466918,0.999143958,0.512048662,0.392783582,-0.13164489,0.996923268,0.531762421,0.410177946,-0.221876428,0.999655485,0.520025134,0.409458578,-0.219013259,0.999078393,0.567566335,0.486880749,-0.089303449,0.998421371,0.492273748,0.486228317,-0.075277761,0.994717717,0.569511652,0.593675375,-0.215726823,0.964600742,0.484601349,0.589607954,-0.20331192,0.959968626,0.542930245,0.511169612,-0.388335288,0.96323061,0.509317935,0.504142046,-0.381813347,0.952195644,0.538166642,0.486394167,-0.420571476,0.921495616,0.514469743,0.483657718,-0.410623789,0.892062902,0.53866148,0.47817269,-0.406390041,0.916990995,0.514703989,0.474571049,-0.396170437,0.87799114,0.5394907,0.485524803,-0.38519907,0.868361175,0.514136374,0.480965734,-0.378938854,0.822587848,0.550647259,0.661263824,-0.006694798,0.999532282,0.506979465,0.667838991,0.006834516,0.997098684,0.542762995,0.684528112,-0.338989407,0.979808331,0.510607779,0.796822369,0.038206674,0.766283512,0.528284907,0.874046564,-0.328199416,0.939924538,0.523845971,0.879469872,0.195264056,0.40769583,0.526987672,0.900802851,-0.332154095,0.733272135,0.528755486,0.901145101,0.204567716,0.297360212,0.529784441,0.91019839,-0.471289396,0.935762107,0.525881946,0.911939979,0.095116384,0.442828715
down,0.526605248,0.408927947,-0.2365181,0.999087393,0.531931281,0.395224452,-0.219700739,0.999096036,0.534702301,0.395406723,-0.219744161,0.99921149,0.537446856,0.395817518,-0.21978879,0.999017656,0.522316992,0.395627856,-0.216761276,0.998575389,0.518904865,0.396205723,-0.216822237,0.99831748,0.515987754,0.397013992,-0.216893524,0.997764409,0.542720079,0.405212581,-0.123645902,0.998573482,0.513269842,0.406931728,-0.110765144,0.993325889,0.532590687,0.426711857,-0.20113501,0.999260843,0.521125436,0.427562892,-0.19770737,0.997961104,0.568424881,0.498802781,-0.073993951,0.995883942,0.494145334,0.497124851,-0.060806908,0.989993632,0.570286512,0.603574336,-0.200066641,0.960220039,0.485463232,0.59953475,-0.1847682,0.953774273,0.544658661,0.520065665,-0.368008941,0.95641619,0.512925088,0.517161608,-0.354724228,0.94541055,0.540427804,0.498037517,-0.397510022,0.903293371,0.516648829,0.498686463,-0.381990612,0.878324211,0.5404948,0.491558284,-0.382264555,0.896839976,0.516657174,0.491024792,-0.367173582,0.861234188,0.540912271,0.497204214,-0.364017457,0.838795841,0.516800702,0.496129513,-0.351514041,0.793464124,0.551252663,0.671222687,-0.004857988,0.998844802,0.507551432,0.675981462,0.004970527,0.993883133,0.544825137,0.69372201,-0.319283187,0.978481412,0.512317836,0.809925854,0.017946253,0.754575372,0.528008103,0.874306798,-0.250027865,0.931826532,0.523587644,0.888437212,0.17969504,0.490222454,0.530302107,0.899945498,-0.247836739,0.7557199,0.527615905,0.912410319,0.189658552,0.312896192,0.529884458,0.908032894,-0.372057378,0.936853409,0.527223825,0.933617473,0.081227466,0.486548692
